21900.0,549,1372,155,1.4325087288445988
21902.0,1449,1018,186,1.197908390575371
21904.0,948,1236,185,1.467593123522187
21904.0,1488,1030,137,1.0029262918601412
21905.0,1417,1458,150,1.7240188469464206
21906.0,511,1226,104,1.9996958153537054
21906.0,718,1346,195,1.836207280440297
21906.0,1383,1499,157,1.9443795624486464
21907.0,896,1561,177,1.6314825099078316
21907.0,989,1737,197,1.8475573831204208
21908.0,1376,1065,107,1.8510316456764242
21910.0,1226,1509,112,1.9764908579601677
21913.0,507,1787,159,1.0967849438002646
21914.0,957,1588,197,1.8078703966186658
21914.0,783,1045,165,1.8098497476018998
21914.0,974,1232,174,1.1888225227510483
21918.0,1215,1180,132,1.6938697886086704
21918.0,823,1020,168,1.2432468965190715
21918.0,1062,1832,183,1.1740065368504884
21919.0,1193,1188,119,1.6127744499367198
21921.0,1252,1041,167,1.7577034888230885
21922.0,630,1625,198,1.8190952232666955
21922.0,1044,1291,144,1.408158773343077
21924.0,900,1700,133,1.4130250748487745
21928.0,1458,1320,133,1.8113985678916447
21930.0,971,1702,181,1.8704893047362519
21931.0,794,1140,128,1.8711431443661288
21931.0,501,1945,158,1.0162680708364866
21932.0,651,1054,155,1.758476358160302
21932.0,1074,1216,153,1.3168553139681727
21934.0,1375,1547,180,1.9595869860306427
21935.0,977,1173,184,1.8113460904447618
21939.0,760,1446,149,1.5981983035037723
21939.0,889,1291,155,1.8956686245828716
21940.0,1212,1262,198,1.301700209928439
21941.0,665,1464,167,1.3903853793689602
21943.0,1342,1469,165,1.3237077307884684
21943.0,820,1340,179,1.5472269613659941
21944.0,1392,1573,176,1.9234837625926318
21944.0,630,1594,124,1.9090010595514593
21945.0,1434,1732,132,1.5206830877991977
21945.0,1006,1358,198,1.0974994170185912
21946.0,1277,1905,146,1.7944589917037819
21947.0,1119,1523,178,1.1361482266274068
21950.0,1394,1478,125,1.8412596573461713
21950.0,672,1756,123,1.3089802632374297
21951.0,1373,1893,118,1.3507137439280332
21951.0,1393,1244,112,1.4417503709269865
21953.0,720,1819,113,1.5890833405237346
21955.0,638,1266,163,1.1153679289258096
21957.0,933,1004,115,1.030806523983586
21958.0,909,1859,190,1.0728616906605173
21960.0,1471,1788,150,1.8942310286674977
21963.0,1114,1734,154,1.0312003971528143
21963.0,567,1355,148,1.7004413111151215
21964.0,628,1611,161,1.0618329490046525
21967.0,1391,1334,121,1.2626366723327176
21968.0,618,1170,160,1.1359191528621793
21969.0,1022,1892,122,1.9553501410708085
21970.0,1491,1534,176,1.9548891873369616
21970.0,1401,1196,120,1.5166060112318158
21973.0,677,1872,144,1.8488063209218883
21979.0,1294,1449,118,1.9508103022154228
21979.0,1229,1002,187,1.4109365758730399
21982.0,812,1821,166,1.6858867201000167
21983.0,988,1776,110,1.077508631615366
21983.0,982,1678,191,1.772394053794783
21987.0,1069,1884,136,1.8644376286425604
21989.0,925,1991,103,1.1382990886128979
21989.0,646,1919,168,1.2235971129893068
21990.0,574,1317,199,1.2770919142277433
21991.0,1400,1904,185,1.6731168205922642
21993.0,893,1485,108,1.1586770568231246
21995.0,704,1021,119,1.2668465509169309
21997.0,1067,1720,188,1.3107462388541244
21999.0,669,1013,134,1.6694151075321675
21999.0,1484,1997,184,1.6185774571015417
22001.0,1447,1580,158,1.6644331510740549
22002.0,1025,1641,194,1.0196983897041496
22004.0,1423,1951,137,1.2679418961756506
22004.0,1306,1573,171,1.8438304754925272
22004.0,1116,1298,105,1.7482011499380679
22005.0,1404,1608,145,1.5091643010792422
22006.0,539,1571,114,1.8311601927110432
22010.0,718,1748,195,1.7393749362378452
22012.0,871,1426,152,1.709971903154327
22013.0,1328,1973,125,1.43224765206433
22015.0,1421,1079,173,1.6934387512200577
22019.0,618,1192,102,1.6159755065899941
22019.0,813,1405,137,1.8460862750248341
22021.0,1286,1012,111,1.7570725449136781
22024.0,1332,1633,185,1.0824617083170414
22025.0,1395,1419,104,1.9617330995778608
22029.0,910,1995,114,1.0689825058182423
22029.0,530,1620,168,1.833053593703447
22031.0,1036,1374,146,1.1234538214746506
22031.0,1059,1458,181,1.1304697193280684
22032.0,1175,1768,123,1.9115399625309188
22034.0,1111,1433,122,1.0646283020095981
22034.0,1463,1355,129,1.9112428072190073
22034.0,622,1076,119,1.0957374246593627
22036.0,1299,1280,199,1.8921681822406384
22038.0,1372,1534,117,1.183631065669771
22038.0,1458,1638,189,1.8096325306579177
22041.0,1444,1524,129,1.9954429882471674
22041.0,826,1560,191,1.9659337939020922
22042.0,902,1304,159,1.6833142018253544
22042.0,534,1060,196,1.5499412795975
22043.0,886,1050,194,1.1631768754225247
22043.0,1376,1881,179,1.0592483060976614
22044.0,933,1649,156,1.887686886294858
22044.0,1384,1941,179,1.0910014855495198
22045.0,759,1297,180,1.7302457806693228
22046.0,755,1049,107,1.72253916917577
22050.0,600,1178,133,1.1560151731918231
22051.0,555,1039,134,1.3484638786580563
22051.0,789,1948,122,1.3199753237675131
22052.0,1381,1636,115,1.797918604351802
22052.0,1306,1749,170,1.6359915811999297
22053.0,903,1175,151,1.418631906657621
22053.0,1424,1774,152,1.373910773938202
22054.0,1489,1850,171,1.3495728254381658
22054.0,712,1482,163,1.6772362892429873
22055.0,1367,1090,110,1.3477687535241016
22055.0,729,1984,113,1.1265197701875613
22055.0,558,1337,139,1.2380875127642297
22055.0,1327,1931,128,1.98515538141445
22056.0,1178,1443,132,1.1700365360501368
22056.0,1252,1775,146,1.651186252827685
22056.0,1323,1457,107,1.0085181146642281
22057.0,1419,1302,172,1.7357655694729361
22059.0,1316,1537,129,1.8627186371295537
22059.0,693,1262,167,1.762616320091027
22060.0,1196,1831,116,1.38494716841059
