22804.0,1471,1537,194,1.3195387070152629
22804.0,1433,1089,166,1.0957661970554833
22805.0,1230,1120,171,1.7224486280969509
22805.0,696,1998,157,1.4073491742246158
22805.0,571,1849,188,1.365255282036504
22805.0,1337,1600,135,1.974656961663202
22806.0,1143,1990,149,1.6108622649337554
22806.0,836,1605,137,1.557149835356726
22808.0,1163,1745,116,1.555626005872677
22808.0,583,1277,148,1.81869907657811
22810.0,813,1689,193,1.0994709754262761
22810.0,512,1157,103,1.1433955312107278
22810.0,1265,1486,167,1.3567138287380898
22810.0,1141,1351,128,1.7150038592338717
22813.0,720,1270,158,1.7999712654739501
22813.0,901,1474,189,1.1243083326085597
22818.0,1323,1691,131,1.0479787377130005
22818.0,1029,1047,198,1.280764177994313
22819.0,772,1377,124,1.4245608161946621
22819.0,920,1117,194,1.3002291318402832
22820.0,961,1580,115,1.8039902410481914
22820.0,837,1939,184,1.4783123622493033
22821.0,552,1486,186,1.9035169225691044
22821.0,1194,1272,181,1.8189376264502723
22821.0,717,1277,145,1.3835194400475808
22821.0,1475,1681,187,1.6236269522982796
22824.0,1258,1047,108,1.790728791980115
22824.0,827,1464,138,1.6083833789929085
22826.0,1262,1705,176,1.5186122184286166
22826.0,1163,1298,144,1.0406994071109694
22828.0,1299,1435,172,1.650507773941662
22828.0,1309,1773,139,1.6109651661410902
22829.0,1232,1967,168,1.7742566704578286
22829.0,985,1316,186,1.6099635003454946
22832.0,622,1932,100,1.7046132188968866
22832.0,1134,1725,195,1.443648132532215
22832.0,958,1893,132,1.5675667709926286
22832.0,1276,1722,118,1.3818123016964536
22832.0,1382,1058,130,1.6406911428407591
22832.0,1319,1351,115,1.3895101981451385
22834.0,588,1378,193,1.660541033104708
22834.0,1025,1888,123,1.0959181549052528
22839.0,1157,1553,192,1.8339457424070058
22839.0,642,1177,164,1.157862433868178
22839.0,871,1876,122,1.847727319244616
22839.0,1125,1318,188,1.1267312982213995
22840.0,925,1812,113,1.9255764165954365
22840.0,555,1783,127,1.6855892222241033
22840.0,1164,1254,169,1.2572862209321696
22840.0,1384,1350,153,1.4233957485104316
22840.0,720,1625,183,1.4680342368541237
22840.0,1326,1766,133,1.1376868562348017
22842.0,1104,1253,111,1.1905479101330232
22842.0,1101,1977,181,1.1586303408897507
22842.0,882,1116,155,1.6509976186697446
22842.0,1160,1563,104,1.0826803495120578
22844.0,949,1736,119,1.994918065460459
22844.0,1365,1007,113,1.6762278022196413
22846.0,1406,1293,173,1.4254461069578443
22846.0,603,1944,168,1.9377517396772312
22847.0,621,1790,140,1.6105433371007971
22847.0,1469,1192,107,1.5955513682963063
22847.0,1439,1566,132,1.592806610930695
22847.0,786,1834,158,1.2279609388951673
22848.0,1438,1075,198,1.4331476447365556
22848.0,1298,1091,189,1.4404996017379617
22848.0,822,1915,199,1.3600304937251497
22848.0,968,1069,138,1.130791356585617
22848.0,1192,1405,197,1.6612781946283546
