18900.0,513,1534,192,1.6691102561969986
18900.0,1465,1736,160,1.8081758391272813
18900.0,526,1504,128,1.18597866931399
18901.0,522,1459,188,1.9844338775827033
18901.0,1106,1716,118,1.0951423275052683
18901.0,501,1668,138,1.1953002653060474
18901.0,1447,1743,188,1.7880907401295778
18902.0,1205,1670,107,1.9387216180192859
18903.0,1498,1595,196,1.1167815536384635
18904.0,1034,1781,179,1.8713673036958185
18904.0,605,1997,152,1.6507061317193106
18904.0,1000,1245,197,1.0697560967058535
18904.0,1269,1331,186,1.4879540107929863
18905.0,500,1314,157,1.8816853895144692
18905.0,1461,1810,166,1.2313584615211304
18905.0,1004,1493,156,1.045281305225691
18905.0,707,1941,126,1.2307692046695105
18905.0,1000,1651,187,1.3791981341131858
18905.0,1477,1822,100,1.2182697036046513
18906.0,774,1063,122,1.0254104721041304
18906.0,1422,1294,151,1.1371302413023763
18907.0,1131,1056,163,1.6650987369733814
18908.0,1174,1156,191,1.951157161578669
18908.0,805,1930,166,1.3663100589236192
18908.0,580,1097,118,1.8996463472779093
18908.0,662,1678,164,1.5769771427317387
18908.0,1163,1983,185,1.671459148701684
18909.0,1137,1944,145,1.23643401374893
18909.0,1220,1811,158,1.6357880990771196
18909.0,1327,1818,180,1.2866834876302693
18909.0,1265,1863,102,1.1570964164519537
18909.0,1280,1500,178,1.281138449626718
18910.0,1101,1880,110,1.7687918601269783
18910.0,825,1237,141,1.0846124026902815
18910.0,616,1951,107,1.365755851355855
18910.0,1204,1758,187,1.3551898381695933
18911.0,1461,1239,157,1.4906356692427294
18912.0,1278,1983,147,1.3407171596929808
18912.0,1092,1108,168,1.4505121696728787
18912.0,786,1129,122,1.57332091698534
18913.0,852,1161,188,1.5036153855979275
18913.0,1372,1692,197,1.848371540815155
18913.0,908,1621,171,1.485347120387504
18914.0,1418,1907,154,1.144497567118603
18914.0,1221,1869,167,1.2075635558640152
18914.0,1424,1654,116,1.8572976059648176
18915.0,1327,1365,174,1.3436360139784662
18915.0,1334,1694,131,1.3535984241656682
18916.0,588,1088,107,1.8402854963156983
18916.0,1023,1955,161,1.8149054128290478
18916.0,629,1136,102,1.6245940997183705
18916.0,1480,1480,143,1.86273033972377
18917.0,1188,1906,199,1.8813706132783845
18917.0,1166,1848,105,1.4784788490714078
18918.0,1210,1001,163,1.4542204293309173
18918.0,824,1909,191,1.7071732648391704
18919.0,1386,1773,193,1.9701083597288622
18919.0,1485,1199,186,1.3604876135049322
18920.0,960,1618,165,1.221751266811492
18920.0,1158,1399,119,1.4963797100313099
18920.0,1355,1958,132,1.6634438089424228
18921.0,1095,1248,115,1.6570837029673062
18921.0,1288,1911,149,1.3650060233443564
18921.0,1443,1590,162,1.6682178284837708
18921.0,1129,1294,116,1.3177501607847817
18921.0,651,1991,178,1.1238855360752282
18921.0,831,1119,137,1.0876934170918264
18921.0,722,1985,102,1.774557651857477
18922.0,1409,1684,137,1.354957284374612
18922.0,930,1775,188,1.747169201203965
18922.0,1233,1262,103,1.0026224244787394
18923.0,1428,1268,191,1.482982392046599
18923.0,555,1945,179,1.2430676889204082
18923.0,917,1378,148,1.3433519819247808
18923.0,1497,1201,166,1.7852751939010691
