19201.0,1442,1875,153,1.2564022843858695
19202.0,616,1044,141,1.0298764331520278
19202.0,587,1985,109,1.2420311179611028
19202.0,698,1097,155,1.805915120835548
19203.0,1073,1352,132,1.6553862982207919
19203.0,1242,1876,131,1.6302784102273988
19204.0,954,1673,182,1.4919872809932389
19204.0,1407,1384,166,1.6101163841459538
19206.0,1277,1260,170,1.313454835744443
19207.0,970,1899,176,1.8735581319282195
19207.0,1094,1841,173,1.956860966571942
19207.0,881,1466,138,1.79462321881465
19207.0,970,1700,145,1.810085248529194
19207.0,1369,1252,162,1.7883362745759128
19208.0,849,1159,149,1.0342090354532534
19208.0,872,1366,117,1.232746905485413
19208.0,1215,1870,187,1.3232347588720925
19208.0,917,1613,143,1.8308615094629674
19208.0,1318,1073,147,1.6059074196477798
19208.0,683,1048,179,1.1024679156199682
19209.0,639,1583,135,1.4475804618184207
19210.0,989,1764,135,1.1998954730173361
19210.0,702,1250,190,1.7807995150067177
19210.0,993,1856,107,1.3482189334037966
19210.0,727,1288,110,1.2201482859752255
19211.0,1113,1808,153,1.0133277213858314
19211.0,996,1034,117,1.9081634694337368
19211.0,731,1421,183,1.9859799177497868
19211.0,736,1744,171,1.4490132154767417
19211.0,881,1296,169,1.2813901923562194
19211.0,1182,1175,103,1.5556966951940931
19212.0,654,1523,188,1.6261641776325082
19212.0,1266,1506,115,1.8833981366179127
19213.0,730,1635,165,1.31762803280749
19213.0,1404,1011,136,1.0456494608619193
19214.0,582,1835,159,1.9365927175069733
19214.0,746,1124,175,1.8907350170010295
19214.0,1085,1643,157,1.654936979726337
19215.0,813,1927,138,1.7722654535108977
19216.0,1499,1936,130,1.7199679131288355
19216.0,809,1891,174,1.5659719668025995
19216.0,1427,1553,127,1.144640897867834
19216.0,617,1916,182,1.8036370217225364
19216.0,1424,1592,176,1.5143735357305497
19217.0,926,1258,136,1.2336681005991301
19217.0,545,1951,140,1.028172832601788
19218.0,1377,1070,152,1.5711137473936887
19218.0,1328,1912,187,1.6178013980239792
19218.0,979,1801,151,1.5081327037031644
19218.0,741,1605,189,1.1851883973081936
19218.0,797,1677,146,1.3839835727619945
19219.0,644,1337,116,1.1085115424583116
19219.0,1158,1298,148,1.4557252965528455
19219.0,536,1408,199,1.6517410927143494
19219.0,920,1577,142,1.2588288787308026
19219.0,1196,1132,112,1.0949057441908292
19219.0,971,1639,118,1.9192559172398729
19219.0,1037,1468,182,1.9110892151963172
19219.0,890,1508,109,1.1339352626687995
19219.0,1280,1424,112,1.1554525281281443
19219.0,693,1215,118,1.863939987512151
19219.0,1031,1449,101,1.9121946940271493
19220.0,1112,1069,158,1.6274439342049019
19220.0,665,1008,123,1.5518156124690012
19220.0,1183,1264,126,1.1604286579367558
19220.0,888,1656,129,1.6886560596697662
19220.0,771,1566,151,1.6525569180802588
19221.0,1424,1109,123,1.3794305661228048
19221.0,1375,1011,103,1.6736422900381158
19221.0,913,1910,104,1.5295309740955663
19221.0,1027,1832,134,1.042607938502
19223.0,630,1557,159,1.9271436902163583
19223.0,622,1223,187,1.4858195769033242
19223.0,1140,1924,126,1.7501775799673491
19223.0,1476,1780,191,1.7309839759992647
19223.0,1481,1039,182,1.6129336949704056
19223.0,1017,1758,180,1.042983727583079
19223.0,1077,1909,141,1.385203294098366
19224.0,955,1694,108,1.8970205671798726
19225.0,735,1040,160,1.907620542538777
19225.0,1424,1422,162,1.9162013932983575
19225.0,1100,1962,188,1.6539382076044045
19225.0,1151,1234,125,1.572161383457391
19225.0,706,1063,105,1.6775126011230201
19226.0,759,1871,185,1.110473690087656
19226.0,1337,1095,179,1.9390204709255028
19227.0,1329,1375,152,1.6030634836626532
19227.0,754,1625,106,1.813645325774148
19227.0,1115,1755,105,1.7223391151965173
19227.0,1050,1721,147,1.3340507336271457
19227.0,838,1968,103,1.449687959482982
19227.0,964,1450,124,1.6740927694473664
19227.0,726,1309,191,1.6075738768099765
19227.0,1188,1878,129,1.3698167913909405
